생산일,제품코드,제품명,생산수량,제품LOT,소비기한,상태,채널
2026-05-03,PR024,,7,PRD-20260503-PR024-3201,2026-05-06,완료,coupang
2026-05-03,PR025,,7,PRD-20260503-PR025-3201,2026-05-06,완료,coupang
2026-05-03,PR026,,12,PRD-20260503-PR026-3201,2026-05-06,완료,coupang
2026-05-03,PR028,,6,PRD-20260503-PR028-3201,2026-05-06,완료,coupang
2026-05-03,PR029,,12,PRD-20260503-PR029-3201,2026-05-08,완료,coupang
2026-05-03,PR030,,7,PRD-20260503-PR030-3201,2026-05-06,완료,coupang
2026-05-03,PR031,,12,PRD-20260503-PR031-3201,2026-08-01,완료,coupang
2026-05-03,PR031,,48,PRD-20260503-PR031-3201,2026-08-01,완료,coupang
2026-05-03,PR031,,48,PRD-20260503-PR031-3201,2026-08-01,완료,coupang
2026-05-03,PR032,,7,PRD-20260503-PR032-3201,2026-05-06,완료,coupang
2026-05-03,PR033,,7,PRD-20260503-PR033-3201,2026-05-06,완료,coupang
2026-05-03,PR034,,12,PRD-20260503-PR034-3201,2026-08-01,완료,coupang
2026-05-03,PR035,,7,PRD-20260503-PR035-3201,2026-05-06,완료,coupang
2026-05-03,PR036,,8,PRD-20260503-PR036-3201,2026-05-06,완료,coupang
2026-05-03,PR038,,14,PRD-20260503-PR038-3201,2026-08-01,완료,coupang
2026-05-03,PR039,,6,PRD-20260503-PR039-3201,2026-05-06,완료,coupang
2026-05-03,PR040,,462,PRD-20260503-PR040-3201,2026-08-01,완료,coupang
2026-05-03,PR041,,48,PRD-20260503-PR041-3201,2026-05-08,완료,coupang
2026-05-03,PR043,,7,PRD-20260503-PR043-3201,2026-08-01,완료,coupang
2026-05-03,PR044,,12,PRD-20260503-PR044-3201,2026-05-06,완료,coupang
2026-05-03,PR045,,12,PRD-20260503-PR045-3201,2026-05-06,완료,coupang
2026-05-03,PR046,,56,PRD-20260503-PR046-3201,2026-05-06,완료,coupang
2026-05-03,PR047,,108,PRD-20260503-PR047-3201,2026-08-01,완료,coupang
2026-05-03,PR057,,133,PRD-20260503-PR057-3201,2026-05-06,완료,coupang
2026-05-03,PR058,,24,PRD-20260503-PR058-3201,2026-08-01,완료,coupang
2026-05-03,PR059,,7,PRD-20260503-PR059-3201,2026-05-06,완료,coupang
2026-05-03,PR060,,7,PRD-20260503-PR060-3201,2026-05-06,완료,coupang
2026-05-03,PR061,,7,PRD-20260503-PR061-3201,2026-05-06,완료,coupang
2026-05-03,PR062,,7,PRD-20260503-PR062-3201,2026-05-06,완료,coupang
2026-05-03,PR063,,7,PRD-20260503-PR063-3201,2026-05-06,완료,coupang
2026-05-03,PR065,,7,PRD-20260503-PR065-3201,2026-08-01,완료,coupang
2026-05-03,PR065,,7,PRD-20260503-PR065-3201,2026-08-01,완료,coupang
2026-05-03,PR066,,7,PRD-20260503-PR066-3201,2026-05-06,완료,coupang
2026-05-03,PR067,,36,PRD-20260503-PR067-3201,2026-05-06,완료,coupang
2026-05-03,PR068,,7,PRD-20260503-PR068-3201,2026-05-06,완료,coupang
2026-05-03,PR069,,12,PRD-20260503-PR069-3201,2026-05-06,완료,coupang
2026-05-03,PR070,,8,PRD-20260503-PR070-3201,2026-05-06,완료,coupang
2026-05-03,PR071,,7,PRD-20260503-PR071-3201,2026-05-08,완료,coupang
2026-05-03,PR072,,4,PRD-20260503-PR072-3201,2026-05-08,완료,coupang
2026-05-03,PR073,,4,PRD-20260503-PR073-3201,2026-05-06,완료,coupang
2026-05-03,PR074,,8,PRD-20260503-PR074-3201,2026-08-01,완료,coupang
2026-05-03,PR075,,16,PRD-20260503-PR075-3201,2026-05-07,완료,coupang
2026-05-03,PR077,,5,PRD-20260503-PR077-3201,2026-05-06,완료,coupang
2026-05-03,PR078,,7,PRD-20260503-PR078-3201,2026-05-08,완료,coupang
2026-05-03,PR079,,48,PRD-20260503-PR079-3201,2026-05-06,완료,coupang
2026-05-03,PR079,,42,PRD-20260503-PR079-3201,2026-05-06,완료,coupang
2026-05-03,PR080,,36,PRD-20260503-PR080-3201,2026-08-01,완료,coupang
2026-05-03,PR081,,16,PRD-20260503-PR081-3201,2026-05-06,완료,coupang
2026-05-03,PR082,,5,PRD-20260503-PR082-3201,2026-05-06,완료,coupang
2026-05-03,PR083,,8,PRD-20260503-PR083-3201,2026-08-01,완료,coupang
2026-05-03,PR084,,24,PRD-20260503-PR084-3201,2026-05-08,완료,coupang
2026-05-03,PR085,,7,PRD-20260503-PR085-3201,2026-05-06,완료,coupang
2026-05-03,PR086,,7,PRD-20260503-PR086-3201,2026-05-06,완료,coupang
2026-05-03,PR087,,5,PRD-20260503-PR087-3201,2026-05-06,완료,coupang
2026-05-03,PR088,,8,PRD-20260503-PR088-3201,2026-05-06,완료,coupang
2026-05-03,PR089,,16,PRD-20260503-PR089-3201,2026-05-06,완료,coupang
2026-05-03,PR090,,6,PRD-20260503-PR090-3201,2026-05-06,완료,coupang
2026-05-03,PR091,,8,PRD-20260503-PR091-3201,2026-05-06,완료,coupang
2026-05-03,PR092,,64,PRD-20260503-PR092-3201,2026-08-01,완료,coupang
2026-05-03,PR093,,8,PRD-20260503-PR093-3201,2026-05-06,완료,coupang
2026-05-03,PR094,,8,PRD-20260503-PR094-3201,2026-05-06,완료,coupang
2026-05-03,PR095,,8,PRD-20260503-PR095-3201,2026-05-06,완료,coupang
2026-05-03,PR096,,10,PRD-20260503-PR096-3201,2026-05-06,완료,coupang
2026-05-03,PR097,,10,PRD-20260503-PR097-3201,2026-05-06,완료,coupang
2026-05-03,PR098,,10,PRD-20260503-PR098-3201,2026-05-06,완료,coupang
2026-05-03,PR099,,10,PRD-20260503-PR099-3201,2026-05-06,완료,coupang
2026-05-03,PR100,,10,PRD-20260503-PR100-3201,2026-05-06,완료,coupang
2026-05-03,PR106,,40,PRD-20260503-PR106-3201,2026-05-06,완료,coupang
2026-05-03,PR108,,10,PRD-20260503-PR108-3201,2026-05-06,완료,coupang
2026-05-03,PR109,,10,PRD-20260503-PR109-3201,2026-05-06,완료,coupang
2026-05-03,PR110,,10,PRD-20260503-PR110-3201,2026-05-06,완료,coupang
2026-05-03,PR111,,10,PRD-20260503-PR111-3201,2026-05-06,완료,coupang
2026-05-03,PR112,,70,PRD-20260503-PR112-3201,2026-05-06,완료,coupang
2026-05-03,PR113,,10,PRD-20260503-PR113-3201,2026-05-06,완료,coupang
2026-05-03,PR114,,60,PRD-20260503-PR114-3201,2026-05-06,완료,coupang
2026-05-03,PR115,,10,PRD-20260503-PR115-3201,2026-05-10,완료,coupang
2026-05-03,PR116,,10,PRD-20260503-PR116-3201,2026-05-06,완료,coupang
2026-05-03,PR117,,40,PRD-20260503-PR117-3201,2026-05-06,완료,coupang
2026-05-03,PR118,,45,PRD-20260503-PR118-3201,2026-05-06,완료,coupang
2026-05-03,PR119,,10,PRD-20260503-PR119-3201,2026-05-06,완료,coupang
2026-05-03,PR120,,40,PRD-20260503-PR120-3201,2026-05-06,완료,coupang
2026-05-03,PR122,,10,PRD-20260503-PR122-3201,2026-05-06,완료,coupang
2026-05-03,PR123,,10,PRD-20260503-PR123-3201,2026-05-06,완료,coupang
2026-05-03,PR124,,10,PRD-20260503-PR124-3201,2026-05-06,완료,coupang
2026-05-03,PR125,,10,PRD-20260503-PR125-3201,2026-05-06,완료,coupang
2026-05-03,PR127,,6,PRD-20260503-PR127-3201,2026-05-06,완료,coupang
2026-05-03,PR128,,50,PRD-20260503-PR128-3201,2026-05-06,완료,coupang
2026-05-03,PR129,,10,PRD-20260503-PR129-3201,2026-05-06,완료,coupang
2026-05-03,PR148,,20,PRD-20260503-PR148-3201,2026-06-03,완료,coupang
2026-05-03,PR150,,4,PRD-20260503-PR150-3201,2026-05-06,완료,coupang
2026-05-03,PR153,,6,PRD-20260503-PR153-3201,2026-05-06,완료,coupang
2026-05-03,PR154,,7,PRD-20260503-PR154-3201,2026-08-01,완료,coupang
2026-05-03,PR155,,6,PRD-20260503-PR155-3201,2026-05-06,완료,coupang
2026-05-03,PR157,,20,PRD-20260503-PR157-3201,2026-06-03,완료,coupang
2026-05-03,PR159,,3,PRD-20260503-PR159-3201,2026-05-07,완료,coupang
2026-05-03,PR160,,3,PRD-20260503-PR160-3201,2026-05-06,완료,coupang
2026-05-03,PR161,,10,PRD-20260503-PR161-3201,2026-05-06,완료,coupang
2026-05-03,PR165,,10,PRD-20260503-PR165-3201,2026-05-06,완료,coupang
2026-05-03,PR170,,10,PRD-20260503-PR170-3201,2026-05-06,완료,coupang
2026-05-03,PR171,,60,PRD-20260503-PR171-3201,2026-05-06,완료,coupang
2026-05-03,PR172,,10,PRD-20260503-PR172-3201,2026-05-06,완료,coupang
2026-05-03,PR173,,10,PRD-20260503-PR173-3201,2026-05-06,완료,coupang
2026-05-03,PR174,,10,PRD-20260503-PR174-3201,2026-05-06,완료,coupang
2026-05-03,PR176,,3,PRD-20260503-PR176-3201,2026-05-06,완료,coupang
2026-05-03,PR177,,6,PRD-20260503-PR177-3201,2026-05-06,완료,coupang
2026-05-03,PR178,,6,PRD-20260503-PR178-3201,2026-05-06,완료,coupang
2026-05-03,PR179,,6,PRD-20260503-PR179-3201,2026-05-09,완료,coupang
2026-05-03,PR180,,6,PRD-20260503-PR180-3201,2026-05-09,완료,coupang
2026-05-03,PR181,,6,PRD-20260503-PR181-3201,2026-05-09,완료,coupang
2026-05-03,PR182,,8,PRD-20260503-PR182-3201,2026-05-09,완료,coupang
2026-05-03,PR183,,8,PRD-20260503-PR183-3201,2026-05-09,완료,coupang
2026-05-03,PR186,,10,PRD-20260503-PR186-3201,2026-05-06,완료,coupang
2026-05-03,PR188,,7,PRD-20260503-PR188-3201,2026-05-06,완료,coupang
2026-05-03,PR189,,7,PRD-20260503-PR189-3201,2026-05-06,완료,coupang
2026-05-03,PR193,,6,PRD-20260503-PR193-3201,2026-05-06,완료,coupang
2026-05-03,PR195,,100,PRD-20260503-PR195-3201,2026-06-03,완료,coupang
2026-05-03,PR196,,60,PRD-20260503-PR196-3201,2026-05-06,완료,coupang
2026-05-03,PR197,,60,PRD-20260503-PR197-3201,2026-05-06,완료,coupang
2026-05-03,PR198,,40,PRD-20260503-PR198-3201,2026-05-06,완료,coupang
2026-05-03,PR199,,40,PRD-20260503-PR199-3201,2026-05-06,완료,coupang
2026-05-03,PR200,,40,PRD-20260503-PR200-3201,2026-05-06,완료,coupang
2026-05-03,PR202,,96,PRD-20260503-PR202-3201,2026-06-03,완료,coupang
2026-05-03,PR207,,20,PRD-20260503-PR207-3201,2026-06-03,완료,coupang
2026-05-03,PR209,,20,PRD-20260503-PR209-3201,2026-06-03,완료,coupang
2026-05-02,PD186,"통밀 발효종 베이글, 1개입, 120g",10,PRD-20260502-PD186-5854,2027-05-02,완료,coupang
2026-05-02,PD192,"아몬드토끼쿠키, 1개, 180g",7,PRD-20260502-PD192-5854,2026-05-05,완료,coupang
2026-05-02,PR001,,6,PRD-20260502-PR001-5854,2026-05-05,완료,coupang
2026-05-02,PR002,,3,PRD-20260502-PR002-5854,2026-05-05,완료,coupang
2026-05-02,PR003,,4,PRD-20260502-PR003-5854,2026-05-05,완료,coupang
2026-05-02,PR004,,10,PRD-20260502-PR004-5854,2026-05-05,완료,coupang
2026-05-02,PR004,,6,PRD-20260502-PR004-5854,2026-05-05,완료,coupang
2026-05-02,PR005,,3,PRD-20260502-PR005-9743,2026-05-07,완료,oasis_paste
2026-05-02,PR005,,8,PRD-20260502-PR005-5854,2026-05-07,완료,coupang
2026-05-02,PR007,,1,PRD-20260502-PR007-9743,2026-08-11,완료,oasis_paste
2026-05-02,PR008,,15,PRD-20260502-PR008-5854,2026-05-05,완료,coupang
2026-05-02,PR011,,6,PRD-20260502-PR011-5854,2026-05-05,완료,coupang
2026-05-02,PR012,,6,PRD-20260502-PR012-5854,2026-05-05,완료,coupang
2026-05-02,PR013,,8,PRD-20260502-PR013-5854,2026-05-06,완료,coupang
2026-05-02,PR014,,7,PRD-20260502-PR014-5854,2026-07-31,완료,coupang
2026-05-02,PR015,,7,PRD-20260502-PR015-5854,2026-05-05,완료,coupang
2026-05-02,PR016,,12,PRD-20260502-PR016-5854,2026-05-06,완료,coupang
2026-05-02,PR017,,12,PRD-20260502-PR017-5854,2026-05-06,완료,coupang
2026-05-02,PR017,,12,PRD-20260502-PR017-5854,2026-05-06,완료,coupang
2026-05-02,PR018,,8,PRD-20260502-PR018-5854,2026-05-06,완료,coupang
2026-05-02,PR020,,27,PRD-20260502-PR020-9743,2026-07-31,완료,oasis_paste
2026-05-02,PR020,,28,PRD-20260502-PR020-5854,2026-07-31,완료,coupang
2026-05-02,PR021,,3,PRD-20260502-PR021-5854,2026-05-05,완료,coupang
2026-05-02,PR022,,3,PRD-20260502-PR022-9743,2026-05-07,완료,oasis_paste
2026-05-02,PR022,,12,PRD-20260502-PR022-5854,2026-05-07,완료,coupang
2026-05-02,PR024,,7,PRD-20260502-PR024-5854,2026-05-05,완료,coupang
2026-05-02,PR025,,7,PRD-20260502-PR025-5854,2026-05-05,완료,coupang
2026-05-02,PR026,,12,PRD-20260502-PR026-5854,2026-05-05,완료,coupang
2026-05-02,PR027,,2,PRD-20260502-PR027-9743,2026-05-07,완료,oasis_paste
2026-05-02,PR028,,6,PRD-20260502-PR028-5854,2026-05-05,완료,coupang
2026-05-02,PR029,,53,PRD-20260502-PR029-9743,2026-05-07,완료,oasis_paste
2026-05-02,PR029,,6,PRD-20260502-PR029-5854,2026-05-07,완료,coupang
2026-05-02,PR030,,7,PRD-20260502-PR030-5854,2026-05-05,완료,coupang
2026-05-02,PR031,,2,PRD-20260502-PR031-9743,2026-07-31,완료,oasis_paste
2026-05-02,PR031,,12,PRD-20260502-PR031-5854,2026-07-31,완료,coupang
2026-05-02,PR031,,48,PRD-20260502-PR031-5854,2026-07-31,완료,coupang
2026-05-02,PR031,,48,PRD-20260502-PR031-5854,2026-07-31,완료,coupang
2026-05-02,PR032,,7,PRD-20260502-PR032-5854,2026-05-05,완료,coupang
2026-05-02,PR033,,7,PRD-20260502-PR033-5854,2026-05-05,완료,coupang
2026-05-02,PR034,,12,PRD-20260502-PR034-5854,2026-07-31,완료,coupang
2026-05-02,PR035,,7,PRD-20260502-PR035-5854,2026-05-05,완료,coupang
2026-05-02,PR036,,8,PRD-20260502-PR036-5854,2026-05-05,완료,coupang
2026-05-02,PR038,,21,PRD-20260502-PR038-5854,2026-07-31,완료,coupang
2026-05-02,PR039,,6,PRD-20260502-PR039-5854,2026-05-05,완료,coupang
2026-05-02,PR040,,406,PRD-20260502-PR040-5854,2026-07-31,완료,coupang
2026-05-02,PR041,,54,PRD-20260502-PR041-9743,2026-05-07,완료,oasis_paste
2026-05-02,PR041,,48,PRD-20260502-PR041-5854,2026-05-07,완료,coupang
2026-05-02,PR043,,7,PRD-20260502-PR043-5854,2026-07-31,완료,coupang
2026-05-02,PR044,,12,PRD-20260502-PR044-5854,2026-05-05,완료,coupang
2026-05-02,PR045,,12,PRD-20260502-PR045-5854,2026-05-05,완료,coupang
2026-05-02,PR046,,28,PRD-20260502-PR046-5854,2026-05-05,완료,coupang
2026-05-02,PR047,,96,PRD-20260502-PR047-5854,2026-07-31,완료,coupang
2026-05-02,PR057,,266,PRD-20260502-PR057-5854,2026-05-05,완료,coupang
2026-05-02,PR058,,24,PRD-20260502-PR058-5854,2026-07-31,완료,coupang
2026-05-02,PR059,,7,PRD-20260502-PR059-5854,2026-05-05,완료,coupang
2026-05-02,PR060,,7,PRD-20260502-PR060-5854,2026-05-05,완료,coupang
2026-05-02,PR061,,7,PRD-20260502-PR061-5854,2026-05-05,완료,coupang
2026-05-02,PR062,,7,PRD-20260502-PR062-5854,2026-05-05,완료,coupang
2026-05-02,PR063,,7,PRD-20260502-PR063-5854,2026-05-05,완료,coupang
2026-05-02,PR065,,7,PRD-20260502-PR065-5854,2026-07-31,완료,coupang
2026-05-02,PR065,,7,PRD-20260502-PR065-5854,2026-07-31,완료,coupang
2026-05-02,PR066,,7,PRD-20260502-PR066-5854,2026-05-05,완료,coupang
2026-05-02,PR067,,36,PRD-20260502-PR067-5854,2026-05-05,완료,coupang
2026-05-02,PR068,,7,PRD-20260502-PR068-5854,2026-05-05,완료,coupang
2026-05-02,PR069,,12,PRD-20260502-PR069-5854,2026-05-05,완료,coupang
2026-05-02,PR070,,8,PRD-20260502-PR070-5854,2026-05-05,완료,coupang
2026-05-02,PR071,,82,PRD-20260502-PR071-9743,2026-05-07,완료,oasis_paste
2026-05-02,PR071,,7,PRD-20260502-PR071-5854,2026-05-07,완료,coupang
2026-05-02,PR072,,34,PRD-20260502-PR072-9743,2026-05-07,완료,oasis_paste
2026-05-02,PR072,,4,PRD-20260502-PR072-5854,2026-05-07,완료,coupang
2026-05-02,PR073,,4,PRD-20260502-PR073-5854,2026-05-05,완료,coupang
2026-05-02,PR074,,8,PRD-20260502-PR074-5854,2026-07-31,완료,coupang
2026-05-02,PR075,,16,PRD-20260502-PR075-5854,2026-05-06,완료,coupang
2026-05-02,PR077,,5,PRD-20260502-PR077-5854,2026-05-05,완료,coupang
2026-05-02,PR078,,51,PRD-20260502-PR078-9743,2026-05-07,완료,oasis_paste
2026-05-02,PR078,,7,PRD-20260502-PR078-5854,2026-05-07,완료,coupang
2026-05-02,PR079,,48,PRD-20260502-PR079-5854,2026-05-05,완료,coupang
2026-05-02,PR079,,63,PRD-20260502-PR079-5854,2026-05-05,완료,coupang
2026-05-02,PR080,,24,PRD-20260502-PR080-5854,2026-07-31,완료,coupang
2026-05-02,PR081,,16,PRD-20260502-PR081-5854,2026-05-05,완료,coupang
2026-05-02,PR082,,5,PRD-20260502-PR082-5854,2026-05-05,완료,coupang
2026-05-02,PR083,,8,PRD-20260502-PR083-5854,2026-07-31,완료,coupang
2026-05-02,PR084,,5,PRD-20260502-PR084-9743,2026-05-07,완료,oasis_paste
2026-05-02,PR084,,24,PRD-20260502-PR084-5854,2026-05-07,완료,coupang
2026-05-02,PR085,,7,PRD-20260502-PR085-5854,2026-05-05,완료,coupang
2026-05-02,PR086,,7,PRD-20260502-PR086-5854,2026-05-05,완료,coupang
2026-05-02,PR087,,5,PRD-20260502-PR087-5854,2026-05-05,완료,coupang
2026-05-02,PR088,,8,PRD-20260502-PR088-5854,2026-05-05,완료,coupang
2026-05-02,PR089,,32,PRD-20260502-PR089-5854,2026-05-05,완료,coupang
2026-05-02,PR090,,6,PRD-20260502-PR090-5854,2026-05-05,완료,coupang
2026-05-02,PR091,,8,PRD-20260502-PR091-5854,2026-05-05,완료,coupang
2026-05-02,PR092,,104,PRD-20260502-PR092-5854,2026-07-31,완료,coupang
2026-05-02,PR093,,8,PRD-20260502-PR093-5854,2026-05-05,완료,coupang
2026-05-02,PR094,,8,PRD-20260502-PR094-5854,2026-05-05,완료,coupang
2026-05-02,PR095,,16,PRD-20260502-PR095-5854,2026-05-05,완료,coupang
2026-05-02,PR096,,20,PRD-20260502-PR096-5854,2026-05-05,완료,coupang
2026-05-02,PR097,,10,PRD-20260502-PR097-5854,2026-05-05,완료,coupang
2026-05-02,PR098,,10,PRD-20260502-PR098-5854,2026-05-05,완료,coupang
2026-05-02,PR099,,10,PRD-20260502-PR099-5854,2026-05-05,완료,coupang
2026-05-02,PR100,,10,PRD-20260502-PR100-5854,2026-05-05,완료,coupang
2026-05-02,PR106,,40,PRD-20260502-PR106-5854,2026-05-05,완료,coupang
2026-05-02,PR108,,10,PRD-20260502-PR108-5854,2026-05-05,완료,coupang
2026-05-02,PR109,,10,PRD-20260502-PR109-5854,2026-05-05,완료,coupang
2026-05-02,PR110,,10,PRD-20260502-PR110-5854,2026-05-05,완료,coupang
2026-05-02,PR111,,20,PRD-20260502-PR111-5854,2026-05-05,완료,coupang
2026-05-02,PR112,,100,PRD-20260502-PR112-5854,2026-05-05,완료,coupang
2026-05-02,PR113,,20,PRD-20260502-PR113-5854,2026-05-05,완료,coupang
2026-05-02,PR114,,130,PRD-20260502-PR114-5854,2026-05-05,완료,coupang
2026-05-02,PR115,,10,PRD-20260502-PR115-5854,2026-05-09,완료,coupang
2026-05-02,PR116,,10,PRD-20260502-PR116-5854,2026-05-05,완료,coupang
2026-05-02,PR117,,40,PRD-20260502-PR117-5854,2026-05-05,완료,coupang
2026-05-02,PR118,,45,PRD-20260502-PR118-5854,2026-05-05,완료,coupang
2026-05-02,PR119,,20,PRD-20260502-PR119-5854,2026-05-05,완료,coupang
2026-05-02,PR120,,40,PRD-20260502-PR120-5854,2026-05-05,완료,coupang
2026-05-02,PR122,,10,PRD-20260502-PR122-5854,2026-05-05,완료,coupang
2026-05-02,PR123,,20,PRD-20260502-PR123-5854,2026-05-05,완료,coupang
2026-05-02,PR124,,10,PRD-20260502-PR124-5854,2026-05-05,완료,coupang
2026-05-02,PR125,,10,PRD-20260502-PR125-5854,2026-05-05,완료,coupang
2026-05-02,PR127,,6,PRD-20260502-PR127-5854,2026-05-05,완료,coupang
2026-05-02,PR128,,40,PRD-20260502-PR128-5854,2026-05-05,완료,coupang
2026-05-02,PR129,,10,PRD-20260502-PR129-5854,2026-05-05,완료,coupang
2026-05-02,PR138,,20,PRD-20260502-PR138-5854,2026-06-02,완료,coupang
2026-05-02,PR140,,21,PRD-20260502-PR140-9743,2026-08-04,완료,oasis_paste
2026-05-02,PR147,,3,PRD-20260502-PR147-9743,2026-08-04,완료,oasis_paste
2026-05-02,PR149,,7,PRD-20260502-PR149-9743,2026-08-04,완료,oasis_paste
2026-05-02,PR150,,4,PRD-20260502-PR150-5854,2026-05-05,완료,coupang
2026-05-02,PR153,,6,PRD-20260502-PR153-5854,2026-05-05,완료,coupang
2026-05-02,PR154,,7,PRD-20260502-PR154-5854,2026-07-31,완료,coupang
2026-05-02,PR155,,6,PRD-20260502-PR155-5854,2026-05-05,완료,coupang
2026-05-02,PR157,,20,PRD-20260502-PR157-5854,2026-06-02,완료,coupang
2026-05-02,PR158,,32,PRD-20260502-PR158-5854,2026-06-02,완료,coupang
2026-05-02,PR159,,3,PRD-20260502-PR159-5854,2026-05-06,완료,coupang
2026-05-02,PR160,,3,PRD-20260502-PR160-5854,2026-05-05,완료,coupang
2026-05-02,PR161,,15,PRD-20260502-PR161-5854,2026-05-05,완료,coupang
2026-05-02,PR165,,10,PRD-20260502-PR165-5854,2026-05-05,완료,coupang
2026-05-02,PR170,,10,PRD-20260502-PR170-5854,2026-05-05,완료,coupang
2026-05-02,PR171,,60,PRD-20260502-PR171-5854,2026-05-05,완료,coupang
2026-05-02,PR172,,10,PRD-20260502-PR172-5854,2026-05-05,완료,coupang
2026-05-02,PR173,,10,PRD-20260502-PR173-5854,2026-05-05,완료,coupang
2026-05-02,PR174,,10,PRD-20260502-PR174-5854,2026-05-05,완료,coupang
2026-05-02,PR176,,3,PRD-20260502-PR176-5854,2026-05-05,완료,coupang
2026-05-02,PR177,,6,PRD-20260502-PR177-5854,2026-05-05,완료,coupang
2026-05-02,PR178,,6,PRD-20260502-PR178-5854,2026-05-05,완료,coupang
2026-05-02,PR184,,20,PRD-20260502-PR184-5854,2026-06-02,완료,coupang
2026-05-02,PR186,,10,PRD-20260502-PR186-5854,2026-05-05,완료,coupang
2026-05-02,PR188,,7,PRD-20260502-PR188-5854,2026-05-05,완료,coupang
2026-05-02,PR189,,7,PRD-20260502-PR189-5854,2026-05-05,완료,coupang
2026-05-02,PR193,,6,PRD-20260502-PR193-5854,2026-05-05,완료,coupang
2026-05-02,PR196,,60,PRD-20260502-PR196-5854,2026-05-05,완료,coupang
2026-05-02,PR197,,60,PRD-20260502-PR197-5854,2026-05-05,완료,coupang
2026-05-02,PR198,,40,PRD-20260502-PR198-5854,2026-05-05,완료,coupang
2026-05-02,PR199,,40,PRD-20260502-PR199-5854,2026-05-05,완료,coupang
2026-05-02,PR200,,40,PRD-20260502-PR200-5854,2026-05-05,완료,coupang
2026-05-02,PR206,,20,PRD-20260502-PR206-5854,2026-06-02,완료,coupang
2026-05-02,PR222,,3,PRD-20260502-PR222-9743,2026-08-04,완료,oasis_paste
2026-05-02,PR224,,2,PRD-20260502-PR224-9743,2026-08-04,완료,oasis_paste
2026-05-01,PD186,"통밀 발효종 베이글, 1개입, 120g",10,PRD-20260501-PD186-1226,2027-05-01,완료,coupang
2026-05-01,PD192,"아몬드토끼쿠키, 1개, 180g",7,PRD-20260501-PD192-1226,2026-05-04,완료,coupang
2026-05-01,PR001,,6,PRD-20260501-PR001-1226,2026-05-04,완료,coupang
2026-05-01,PR002,,3,PRD-20260501-PR002-1226,2026-05-04,완료,coupang
2026-05-01,PR003,,4,PRD-20260501-PR003-1226,2026-05-04,완료,coupang
2026-05-01,PR004,,10,PRD-20260501-PR004-1226,2026-05-04,완료,coupang
2026-05-01,PR004,,6,PRD-20260501-PR004-1226,2026-05-04,완료,coupang
2026-05-01,PR005,,1,PRD-20260501-PR005-7370,2026-05-06,완료,oasis_paste
2026-05-01,PR005,,4,PRD-20260501-PR005-1226,2026-05-06,완료,coupang
2026-05-01,PR007,,1,PRD-20260501-PR007-7370,2026-08-11,완료,oasis_paste
2026-05-01,PR008,,15,PRD-20260501-PR008-1226,2026-05-04,완료,coupang
2026-05-01,PR011,,6,PRD-20260501-PR011-1226,2026-05-04,완료,coupang
2026-05-01,PR012,,6,PRD-20260501-PR012-1226,2026-05-04,완료,coupang
2026-05-01,PR013,,8,PRD-20260501-PR013-1226,2026-05-05,완료,coupang
2026-05-01,PR014,,14,PRD-20260501-PR014-1226,2026-07-30,완료,coupang
2026-05-01,PR015,,7,PRD-20260501-PR015-1226,2026-05-04,완료,coupang
2026-05-01,PR016,,12,PRD-20260501-PR016-1226,2026-05-05,완료,coupang
2026-05-01,PR017,,12,PRD-20260501-PR017-1226,2026-05-05,완료,coupang
2026-05-01,PR017,,12,PRD-20260501-PR017-1226,2026-05-05,완료,coupang
2026-05-01,PR018,,4,PRD-20260501-PR018-1226,2026-05-05,완료,coupang
2026-05-01,PR020,,18,PRD-20260501-PR020-7370,2026-07-30,완료,oasis_paste
2026-05-01,PR020,,24,PRD-20260501-PR020-1226,2026-07-30,완료,coupang
